question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
What does the Location Service Request report provide? [3GPP Release 17],question 1728,Standards specifications,17,False,False,Option 4,option 1,option 2,316
Which of the following options is used by NWDAF to collect input data on the number of UEs registered in a S-NSSAI or S-NSSAI and NSI ID combination? [3GPP Release 18],question 1734,Standards specifications,18,False,False,Option 2,option 2,option 4,317
What does the MSC/SGSN inform gsmSCF about? [3GPP Release 17],question 1747,Standards specifications,17,False,True,Option 1,option 3,option 3,318
Which reference point is used to force traffic between a WLAN UE and PDG to go through the WAG? [3GPP Release 17],question 1750,Standards specifications,17,False,False,Option 4,option 4,option 5,319
What is the purpose of CDR generation in offline charging? [3GPP Release 18],question 1751,Standards specifications,18,True,True,Option 5,option 5,option 5,320
What triggers the UE mobility and AF relocation? [3GPP Release 18],question 1758,Standards specifications,18,False,False,Option 1,option 2,option 3,321
When does the NG-RAN node initiate Unified Access Control? [3GPP Release 18],question 1770,Standards specifications,18,True,True,Option 3,option 3,option 3,322
What is the Work Item addressing handling of data services within the Mission Critical framework? [3GPP Release 14],question 1780,Standards overview,14,True,True,Option 2,option 2,option 2,323
What is the purpose of management data analytics capability? [3GPP Release 17],question 1785,Standards specifications,17,True,True,Option 4,option 4,option 4,324
Which message is generated by the gNB-CU to transition the UE from RRC connected to RRC inactive? [3GPP Release 17],question 1787,Standards specifications,17,True,False,Option 3,option 4,option 3,325
What measures does the AMF contain for handling overload situations? [3GPP Release 18],question 1791,Standards specifications,18,True,True,Option 1,option 1,option 1,326
What specific identifiers are used for charging data correlation in the packet-switched domain? [3GPP Release 18],question 1805,Standards specifications,18,False,True,Option 3,option 2,option 2,327
What is the minimum number of unique grid points based on the simulation results for the non-uniform measurement grids? [3GPP Release 18],question 1810,Standards specifications,18,False,True,Option 5,option 3,option 3,328
What does PDSCH repetition improve? [3GPP Release 15],question 1812,Standards overview,15,True,True,Option 4,option 4,option 4,329
Which TS document includes the catalog of general security assurance requirements? [3GPP Release 14],question 1814,Standards specifications,14,True,True,Option 3,option 3,option 3,330
Which feature in Rel-16 enables reduced UE power consumption in idle mode by transmitting a wakeup signal to a group of UEs? [3GPP Release 16],question 1820,Standards overview,16,True,True,Option 4,option 4,option 4,331
What is the maximum value for the DTX to ACK probability for PUCCH transmission? [3GPP Release 18],question 1821,Standards specifications,18,False,True,Option 2,option 1,option 1,332
What information does the H-SMF provide in the Nsmf_PDUSession_Create Response? [3GPP Release 18],question 1822,Standards specifications,18,True,True,Option 3,option 3,option 3,333
What are the major service requirements for typical V2X application? [3GPP Release 14],question 1828,Standards overview,14,True,True,Option 5,option 5,option 5,334
What does the eMBMS enhancements for LTE work item specify? [3GPP Release 14],question 1841,Standards specifications,14,True,True,Option 2,option 2,option 2,335
What additional functions does the eNB support in case of SIPTO@LN with collocated L-GW? [3GPP Release 17],question 1855,Standards specifications,17,False,False,Option 4,option 4,option 2,336
What is the purpose of the Last Active USIM? [3GPP Release 18],question 1873,Standards specifications,18,True,True,Option 3,option 3,option 3,337
What is the responsibility of the network in the call control protocol? [3GPP Release 18],question 1875,Standards specifications,18,False,True,Option 4,option 2,option 2,338
What is the SNR difference corresponding to a ∆thermal value of 6 dB? [3GPP Release 18],question 1877,Standards specifications,18,False,True,Option 3,option 4,option 4,339
What is the purpose of the Binding Indication in the NF service discovery procedure? [3GPP Release 18],question 1881,Standards specifications,18,True,True,Option 4,option 4,option 4,340
Where does the USIM reside? [3GPP Release 18],question 1884,Standards specifications,18,True,True,Option 5,option 5,option 5,341
What must a multi-mode terminal do when it enters 3GPP mode of operation? [3GPP Release 18],question 1891,Standards specifications,18,False,True,Option 4,option 1,option 1,342
What does the ZSM framework reference architecture enable? [3GPP Release 17],question 1894,Standards specifications,17,True,True,Option 1,option 1,option 1,343
What is the principle for the long term evolution of the IM CN subsystem? [3GPP Release 18],question 1898,Standards specifications,18,True,True,Option 2,option 2,option 2,344
Which of the following analytics subsets is applicable to any consumer? [3GPP Release 18],question 1902,Standards specifications,18,True,True,Option 3,option 3,option 3,345
When is the minimum applicable scheduling offset restriction applied? [3GPP Release 17],question 1918,Standards specifications,17,False,False,Option 5,option 2,option 1,346
How can UE power consumption due to false paging alarms be reduced? [3GPP Release 17],question 1922,Standards overview,17,False,True,Option 3,option 5,option 5,347
How many subframes are there in half-frame 0? [3GPP Release 17],question 1956,Standards specifications,17,True,False,Option 1,option 4,option 1,348
What is the purpose of Generic Bootstrapping Architecture (GBA) in 5GC? [3GPP Release 17],question 1959,Standards overview,17,True,True,Option 1,option 1,option 1,349
What is the purpose of the sensing with semi-persistent transmission based mechanism in distributed scheduling (Mode 4)? [3GPP Release 14],question 1961,Standards overview,14,True,True,Option 4,option 4,option 4,350
What does the NWDAF collect from the UPF or the AF related to user data congestion analytics? [3GPP Release 18],question 1963,Standards specifications,18,True,False,Option 3,option 2,option 3,351
Which interfaces connect the eNodeBs to the EPC? [3GPP Release 17],question 1975,Standards specifications,17,True,True,Option 1,option 1,option 1,352
What happens when the Target NF/NF Service triggers the NF/NF Service Context Transfer Pull procedure? [3GPP Release 18],question 1981,Standards specifications,18,False,False,Option 2,option 2,option 4,353
What is the purpose of the Spherical Coverage Grid? [3GPP Release 18],question 1985,Standards specifications,18,True,True,Option 1,option 1,option 1,354
Which supplementary service is unaffected by the user's ability to undergo voice call continuity? [3GPP Release 18],question 1988,Standards specifications,18,False,False,Option 1,option 2,option 3,355
What is ProSe Communication? [3GPP Release 17],question 1996,Standards specifications,17,True,True,Option 2,option 2,option 2,356
What is the purpose of the Small Data Transmission (SDT) feature in NR? [3GPP Release 17],question 2003,Standards overview,17,True,True,Option 4,option 4,option 4,357
The Ga reference point allows the sending of __________ from the CDF to the CGF. [3GPP Release 18],question 2007,Standards specifications,18,False,True,Option 3,option 2,option 2,358
What is the assumption about the scheduling or configuration of the UE for reception of other downlink signals in the DL PRS resource for RTT-based propagation delay compensation? [3GPP Release 17],question 2009,Standards specifications,17,False,True,Option 1,option 2,option 2,359
Which type of precoding is supported for PSSCH transmission? [3GPP Release 17],question 2015,Standards specifications,17,False,True,Option 4,option 2,option 2,360
How are QoS flows mapped to DRBs in the uplink? [3GPP Release 18],question 2017,Standards specifications,18,True,True,Option 3,option 3,option 3,361
What does NSA stand for in the context of 5G architecture? [3GPP Release 18],question 2023,Standards specifications,18,True,True,Option 3,option 3,option 3,362
Which identity is used for UE identification temporarily used for scheduling during the random access procedure? [3GPP Release 17],question 2025,Standards specifications,17,False,False,Option 2,option 2,option 3,363
What type of modulation is used for PDCCH? [3GPP Release 17],question 2043,Standards specifications,17,False,True,Option 2,option 1,option 1,364
What is the purpose of the ISIM-specific information? [3GPP Release 18],question 2048,Standards specifications,18,False,False,Option 2,option 2,option 5,365
What functionality does Signalling Based Activation provide? [3GPP Release 17],question 2057,Standards overview,17,False,True,Option 3,option 4,option 4,366
When does authentication (charging/billing network) occur in order to get access to services? [3GPP Release 18],question 2060,Standards specifications,18,False,False,Option 5,option 5,option 1,367
What is a Paging Occasion (PO)? [3GPP Release 17],question 2061,Standards specifications,17,False,False,Option 2,option 2,option 5,368
Which new services drive the need for very low latency and high service availability in 5G? [3GPP Release 15],question 2067,Standards overview,15,True,True,Option 3,option 3,option 3,369
Which connectivity model requires URSP rules for steering the mapping between UE applications and PDU Sessions? [3GPP Release 18],question 2079,Standards specifications,18,True,False,Option 3,option 2,option 3,370
What is one of the functionalities introduced by the Media Handling Extensions for 5G Conversational Services work item? [3GPP Release 16],question 2080,Standards overview,16,False,True,Option 3,option 1,option 1,371
What are the enhancements for idle/inactive-mode UE power saving in NR? [3GPP Release 17],question 2081,Standards overview,17,True,True,Option 4,option 4,option 4,372
What triggers the UE to send the RRCResumeRequest message? [3GPP Release 17],question 2082,Standards specifications,17,True,True,Option 4,option 4,option 4,373
What is the channel spacing for UE category NB1 and NB2 in stand-alone mode? [3GPP Release 18],question 2086,Standards specifications,18,True,True,Option 1,option 1,option 1,374
Which uncertainty contribution originates from estimating the phase centre of the active antenna array? [3GPP Release 18],question 2097,Standards specifications,18,True,True,Option 1,option 1,option 1,375
Which document describes the transport channel and control channel data processing? [3GPP Release 17],question 2101,Standards specifications,17,False,True,Option 1,option 2,option 2,376
What is the formula to determine the Paging Frame (PF)? [3GPP Release 17],question 2105,Standards specifications,17,False,True,Option 3,option 5,option 5,377
Which entity may redirect the AF to a local NEF? [3GPP Release 18],question 2106,Standards specifications,18,False,False,Option 3,option 1,option 4,378
What is the purpose of the new uplink coverage class CC5 in EC-GSM-IoT? [3GPP Release 14],question 2108,Standards overview,14,True,True,Option 4,option 4,option 4,379
What type of network optimization is supported based on context information in the 3GPP system? [3GPP Release 17],question 2116,Standards specifications,17,True,True,Option 3,option 3,option 3,380
How does a Multi-USIM UE indicate to the network that it does not accept the paging and requests to return to CM-IDLE state? [3GPP Release 17],question 2120,Standards overview,17,True,True,Option 4,option 4,option 4,381
Which basic requirements shall be supported for CS multimedia calls? [3GPP Release 18],question 2126,Standards specifications,18,False,True,Option 2,option 4,option 4,382
What is the maximum achievable SNR for the demodulation test setup in band n262? [3GPP Release 18],question 2136,Standards specifications,18,False,True,Option 4,option 3,option 3,383
What is the provision of services? [3GPP Release 18],question 2145,Standards specifications,18,False,False,Option 2,option 2,option 5,384
What is the purpose of UE radio capability signalling optimization? [3GPP Release 16],question 2146,Standards overview,16,True,True,Option 2,option 2,option 2,385
What two functionalities were introduced in the enhancement of the Dedicated Core Networks selection mechanism? [3GPP Release 14],question 2152,Standards overview,14,False,False,Option 2,option 2,option 1,386
What is the purpose of the Slice-Maximum Bit Rate (S-MBR)? [3GPP Release 17],question 2160,Standards overview,17,True,True,Option 1,option 1,option 1,387
Which uncertainty contribution is related to the coupling between the UE antenna and the measurement antenna in the near field? [3GPP Release 18],question 2163,Standards specifications,18,True,True,Option 5,option 5,option 5,388
What are the pre-conditions for estimating the energy consumption of VNF/VNFCs? [3GPP Release 18],question 2166,Standards specifications,18,True,True,Option 3,option 3,option 3,389
What aspects of the Disaster Roaming service are specified in TS 22.011 and TS 22.261? [3GPP Release 17],question 2174,Standards overview,17,False,False,Option 2,option 2,option 5,390
What is the purpose of the control plane protocol for the N4 interface between the SMF and UPF? [3GPP Release 18],question 2176,Standards specifications,18,True,True,Option 5,option 5,option 5,391
Which frequency range should the channel model support? [3GPP Release 18],question 2185,Standards specifications,18,False,False,Option 3,option 4,option 5,392
What is the purpose of recoverySearchSpaceId? [3GPP Release 17],question 2186,Standards specifications,17,True,True,Option 4,option 4,option 4,393
Which reference point supports interaction between a CTF and a CDF? [3GPP Release 18],question 2188,Standards specifications,18,False,True,Option 2,option 4,option 4,394
What is the primary purpose of MPS for MMTEL voice? [3GPP Release 18],question 2190,Standards specifications,18,True,True,Option 4,option 4,option 4,395
How does the UE report its 3GPP PS Data Off status? [3GPP Release 18],question 2193,Standards specifications,18,False,True,Option 4,option 1,option 1,396
Which penetration loss model is applicable to UMa and UMi-Street Canyon scenarios? [3GPP Release 17],question 2196,Standards specifications,17,True,True,Option 3,option 3,option 3,397
How is the RB set for the PUSCH transmission determined when using RB set allocation? [3GPP Release 17],question 2197,Standards specifications,17,False,True,Option 1,option 3,option 3,398
"What does a '0' value for the Wake-up indication bit, when reported to higher layers, indicate? [3GPP Release 17]",question 2205,Standards specifications,17,True,True,Option 2,option 2,option 2,399
What does the NWDAF derive when the Analytics target period is in the future? [3GPP Release 18],question 2208,Standards specifications,18,True,True,Option 3,option 3,option 3,400
What is the purpose of the Provision of potential TRS/CSI-RS occasion(s) to idle/inactive-mode UEs? [3GPP Release 17],question 2210,Standards overview,17,False,True,Option 2,option 4,option 4,401
What can a Target UE subscription profile specify? [3GPP Release 17],question 2214,Standards specifications,17,False,False,Option 5,option 5,option 1,402
What is a Premises Radio Access Station (PRAS)? [3GPP Release 17],question 2216,Standards specifications,17,False,False,Option 1,option 1,option 4,403
What is the purpose of the SCP (Service Communication Proxy) in the Service-Based Architecture? [3GPP Release 16],question 2217,Standards overview,16,True,True,Option 1,option 1,option 1,404
How is the time reference provided to users broadcasted in LTE? [3GPP Release 18],question 2228,Standards specifications,18,True,True,Option 3,option 3,option 3,405
What is the main characteristic of the 5GC architecture? [3GPP Release 15],question 2245,Standards overview,15,True,True,Option 4,option 4,option 4,406
What is the purpose of the PDCCH-based power saving signal/channel for wake-up purpose? [3GPP Release 16],question 2254,Standards specifications,16,False,False,Option 2,option 2,option 5,407
Which of the following functions are included in the mobility functions of the RRC sublayer? [3GPP Release 18],question 2256,Standards specifications,18,True,True,Option 5,option 5,option 5,408
Which keys are derived from KgNB for the protection of UP traffic between ME and gNB? [3GPP Release 18],question 2259,Standards specifications,18,True,True,Option 2,option 2,option 2,409
What is the purpose of MDT data collection? [3GPP Release 18],question 2264,Standards specifications,18,True,True,Option 3,option 3,option 3,410
What physical layer measurement quantity can be used for sidelink? [3GPP Release 17],question 2268,Standards specifications,17,False,False,Option 1,option 1,option 3,411
Which identity is used for Semi-Persistent Scheduling in the downlink or configured grant in the uplink? [3GPP Release 17],question 2276,Standards specifications,17,True,True,Option 3,option 3,option 3,412
What type of bearer is used for IMS Signalling and IMS voice in the NSA architecture? [3GPP Release 15],question 2278,Standards overview,15,False,False,Option 4,option 4,option 2,413
What is the maximum value for the false alarm probability for PRACH detection? [3GPP Release 18],question 2279,Standards specifications,18,True,True,Option 1,option 1,option 1,414
What are the MuD and MiD services used for? [3GPP Release 16],question 2293,Standards overview,16,True,True,Option 4,option 4,option 4,415
Which performance criterion is used to minimize cell congestion in the Evolved Packet System? [3GPP Release 17],question 2296,Standards specifications,17,True,True,Option 4,option 4,option 4,416
What does the UE do when 3GPP PS Data Off is activated? [3GPP Release 18],question 2310,Standards specifications,18,True,True,Option 4,option 4,option 4,417
What does SL DRX stand for in the context of NR Sidelink? [3GPP Release 17],question 2320,Standards overview,17,True,True,Option 4,option 4,option 4,418
What type of information is transferred in the TL-Container? [3GPP Release 18],question 2326,Standards specifications,18,True,True,Option 4,option 4,option 4,419
What is the purpose of the work item related to group based enhancements in the network capability exposure functions? [3GPP Release 14],question 2337,Standards specifications,14,False,True,Option 3,option 1,option 1,420
Which error sources are studied for timing-based positioning methods? [3GPP Release 18],question 2347,Standards specifications,18,True,True,Option 4,option 4,option 4,421
What is the responsibility of the NG-RAN regarding the maximum UP integrity protection data rate? [3GPP Release 18],question 2352,Standards specifications,18,False,False,Option 2,option 4,option 3,422
How is the SCG of the UE suspended in RRC_INACTIVE state? [3GPP Release 17],question 2355,Standards specifications,17,False,False,Option 1,option 1,option 5,423
What is Non-Seamless WLAN offload (NSWO) in the context of 5GS? [3GPP Release 17],question 2357,Standards overview,17,True,True,Option 2,option 2,option 2,424
What type of measurements does the Performance Measurement Function (PMF) support for ATSSS-LL functionality? [3GPP Release 16],question 2358,Standards overview,16,False,True,Option 2,option 5,option 5,425
Which IE includes the sidelink pre-configured parameters used for NR sidelink communication? [3GPP Release 17],question 2365,Standards specifications,17,True,True,Option 1,option 1,option 1,426
What authentication method does the 5G system support for legacy non-3GPP devices accessing a 5G LAN-VN? [3GPP Release 17],question 2367,Standards specifications,17,False,False,Option 4,option 4,option 3,427
What does the Work Item for eMBMS enhancements address? [3GPP Release 14],question 2370,Standards specifications,14,False,True,Option 1,option 2,option 2,428
What is the purpose of N4 session management procedures? [3GPP Release 18],question 2380,Standards specifications,18,False,True,Option 3,option 2,option 2,429
What are the power components recommended to be considered for RRM measurement power saving evaluation in the CONNECTED state? [3GPP Release 16],question 2382,Standards specifications,16,False,False,Option 2,option 2,option 5,430
When are the 3GPP Data Off Exempt Services enforced in the IMS domain? [3GPP Release 18],question 2386,Standards specifications,18,True,True,Option 4,option 4,option 4,431
Which entities are dedicated for interworking between 5GS and EPC? [3GPP Release 18],question 2396,Standards specifications,18,False,False,Option 1,option 3,option 2,432
What does the feature 'Enhancements to LTE operation in unlicensed spectrum' enable? [3GPP Release 15],question 2397,Standards overview,15,True,True,Option 4,option 4,option 4,433
What is the maximum tolerable packet loss rate for reliability of V2X application messages? [3GPP Release 17],question 2404,Standards specifications,17,False,True,Option 1,option 4,option 4,434
What is the function of the Home Subscriber Server (HSS)? [3GPP Release 17],question 2408,Standards specifications,17,False,False,Option 2,option 4,option 1,435
What should a 5G Visited Mobile Network have in order to allow a UE with a 5G subscription to roam into it? [3GPP Release 17],question 2414,Standards specifications,17,True,True,Option 1,option 1,option 1,436
What is the definition of in-channel selectivity (ICS)? [3GPP Release 18],question 2430,Standards specifications,18,False,True,Option 1,option 3,option 3,437
What is the relative increase in free space path loss from 43.5 GHz to 48.2 GHz? [3GPP Release 18],question 2432,Standards specifications,18,False,True,Option 4,option 2,option 2,438
What location information can be provided in the request for QoS Sustainability analytics? [3GPP Release 18],question 2443,Standards specifications,18,True,True,Option 5,option 5,option 5,439
What are the supported functionality of the RN? [3GPP Release 17],question 2455,Standards specifications,17,True,True,Option 1,option 1,option 1,440
What is the definition of OTA occupied bandwidth? [3GPP Release 18],question 2456,Standards specifications,18,True,True,Option 4,option 4,option 4,441
What is considered for evaluation purpose in the energy consumption modeling for a BS? [3GPP Release 18],question 2461,Standards specifications,18,True,True,Option 4,option 4,option 4,442
What is the purpose of the Signalling gateway function? [3GPP Release 17],question 2467,Standards specifications,17,True,True,Option 1,option 1,option 1,443
What is the purpose of the extended work item on 8K Television over 5G? [3GPP Release 17],question 2471,Standards overview,17,True,True,Option 1,option 1,option 1,444
"In supporting an MA PDU Session, what does Rel-17 enable in terms of 3GPP access over EPC? [3GPP Release 17]",question 2474,Standards overview,17,True,False,Option 2,option 1,option 2,445
What is the purpose of the NG-C interface in the NG-RAN architecture? [3GPP Release 18],question 2477,Standards specifications,18,True,True,Option 2,option 2,option 2,446
What are the system properties required for 5G systems to be suitable for automation in vertical domains? [3GPP Release 19],question 2480,Standards specifications,19,True,True,Option 5,option 5,option 5,447
What is the format of the UE Radio Capability ID? [3GPP Release 16],question 2483,Standards overview,16,True,True,Option 3,option 3,option 3,448
Which feature in Rel-16 allows transmission of uplink data payload using preconfigured uplink resources? [3GPP Release 16],question 2487,Standards overview,16,True,True,Option 3,option 3,option 3,449
What is the purpose of contention window adjustment procedures for UL transmissions? [3GPP Release 17],question 2488,Standards specifications,17,False,True,Option 4,option 5,option 5,450
What is the release condition for SIPTO@LN PDN connection after handover with a stand-alone gateway? [3GPP Release 17],question 2491,Standards specifications,17,True,True,Option 5,option 5,option 5,451
What is EC-GSM-IoT? [3GPP Release 14],question 2493,Standards overview,14,True,False,Option 1,option 3,option 1,452
What does the term 'user perception' refer to in the context of downlink parallel transfer of the same content via broadcast/multicast and/or unicast? [3GPP Release 17],question 2494,Standards specifications,17,True,True,Option 2,option 2,option 2,453
What does the UE do if it receives an RRC message on DCCH or CCCH that does not include a mandatory field? [3GPP Release 17],question 2507,Standards specifications,17,False,True,Option 3,option 1,option 1,454
How does a UE determine the number of PSFCH resources available for multiplexing control information? [3GPP Release 17],question 2508,Standards specifications,17,False,True,Option 1,option 4,option 4,455
What is the purpose of the MARCOM feature? [3GPP Release 16],question 2509,Standards overview,16,True,True,Option 4,option 4,option 4,456
What is the average cable loss per meter at 48.2 GHz? [3GPP Release 18],question 2510,Standards specifications,18,True,True,Option 1,option 1,option 1,457
What is required for SRS bandwidth aggregation from RRM perspective? [3GPP Release 18],question 2518,Standards specifications,18,True,True,Option 2,option 2,option 2,458
What is the purpose of N19-based traffic forwarding? [3GPP Release 18],question 2523,Standards specifications,18,False,False,Option 5,option 3,option 1,459
What can the NW configure for NES-capable UEs? [3GPP Release 18],question 2533,Standards specifications,18,False,False,Option 4,option 4,option 3,460
What is the polarization of a single polarized antenna? [3GPP Release 17],question 2537,Standards specifications,17,False,False,Option 1,option 4,option 2,461
"In Rel-17, enhancements are made to several SEAL services. Which of the following is NOT an enhancement to SEAL services in Rel-17? [3GPP Release 17]",question 2561,Standards overview,17,False,True,Option 3,option 4,option 4,462
Which interface provides non-guaranteed delivery of user plane PDUs between the NG-RAN node and the UPF? [3GPP Release 18],question 2562,Standards specifications,18,True,True,Option 3,option 3,option 3,463
Which protocol sublayer is responsible for maintaining the PDCP sequence numbers? [3GPP Release 18],question 2581,Standards specifications,18,True,True,Option 3,option 3,option 3,464
What problem can occur with the current paging procedures in 5G networks? [3GPP Release 17],question 2582,Standards specifications,17,True,True,Option 4,option 4,option 4,465
What is the purpose of the Flow Based Charging (FBC) in 5G? [3GPP Release 15],question 2590,Standards overview,15,False,False,Option 3,option 2,option 4,466
What is TRS used for in TRS occasions? [3GPP Release 17],question 2596,Standards specifications,17,True,True,Option 4,option 4,option 4,467
"In the NWDAF providing PDU Session traffic analytics, who requests or subscribes to the NWDAF? [3GPP Release 18]",question 2608,Standards specifications,18,True,True,Option 3,option 3,option 3,468
What is the purpose of UICC applications? [3GPP Release 18],question 2612,Standards specifications,18,True,True,Option 2,option 2,option 2,469
What message does the gNB-CU send to establish the UE context in the gNB-DU? [3GPP Release 17],question 2614,Standards specifications,17,True,True,Option 3,option 3,option 3,470
What is the purpose of the Beam Peak Search Grid? [3GPP Release 18],question 2633,Standards specifications,18,True,True,Option 3,option 3,option 3,471
What does the feature Scheduling of multiple DL/UL transport blocks with single DCI allow? [3GPP Release 16],question 2638,Standards overview,16,True,False,Option 5,option 2,option 5,472
When does the gNB request the UE UTRA-FDD capabilities? [3GPP Release 18],question 2640,Standards specifications,18,True,True,Option 2,option 2,option 2,473
What is the main function of a Radio Network Controller (RNC)? [3GPP Release 17],question 2652,Standards specifications,17,False,False,Option 4,option 4,option 1,474
"In online charging without reservation, what happens if the OCS rejects the resource usage request? [3GPP Release 18]",question 2654,Standards specifications,18,True,True,Option 1,option 1,option 1,475
Which procedures are impacted by MUSIM according to TS 23.502 and TS 23.401? [3GPP Release 17],question 2659,Standards overview,17,True,True,Option 4,option 4,option 4,476
What control mechanism allows/prevents UEs from accessing the network based on their capabilities? [3GPP Release 18],question 2666,Standards specifications,18,False,False,Option 2,option 2,option 3,477
What is the purpose of the work item on Enhanced LAA for LTE? [3GPP Release 14],question 2672,Standards specifications,14,True,True,Option 1,option 1,option 1,478
What actions can a UE take based on the recommended bitrate from the eNB? [3GPP Release 14],question 2699,Standards overview,14,True,True,Option 5,option 5,option 5,479
What is the purpose of Discontinuous Reception (DRX) in idle mode? [3GPP Release 17],question 2708,Standards specifications,17,True,True,Option 2,option 2,option 2,480
What parameters are specified for MBS broadcast MTCH configurations? [3GPP Release 17],question 2716,Standards specifications,17,True,True,Option 4,option 4,option 4,481
Which technology can be used for the connection between the Evolved ProSe Remote UE and the Evolved ProSe UE-to-Network Relay? [3GPP Release 17],question 2718,Standards specifications,17,True,True,Option 3,option 3,option 3,482
When can a UE transmit new data in LTE if there is new data arrival? [3GPP Release 18],question 2728,Standards specifications,18,False,True,Option 1,option 2,option 2,483
When is a default DRB used? [3GPP Release 18],question 2742,Standards specifications,18,True,True,Option 2,option 2,option 2,484
How do schedulers assign resources between UEs in MAC in gNB? [3GPP Release 17],question 2745,Standards specifications,17,True,True,Option 3,option 3,option 3,485
What are the supported sidelink resource allocation modes? [3GPP Release 17],question 2751,Standards specifications,17,True,True,Option 1,option 1,option 1,486
What is the purpose of Multimedia Priority Service Modifications? [3GPP Release 14],question 2758,Standards specifications,14,True,True,Option 4,option 4,option 4,487
What is invocation in the context of the LCS client? [3GPP Release 17],question 2763,Standards specifications,17,True,True,Option 3,option 3,option 3,488
How is the assistance information made available to the UE in UE-Assisted location services? [3GPP Release 17],question 2767,Standards specifications,17,False,True,Option 1,option 2,option 2,489
What mechanisms provide priority to QoS Flows established for sessions during periods of extreme overload? [3GPP Release 18],question 2771,Standards specifications,18,False,True,Option 5,option 2,option 2,490
What is the purpose of the SGNB ADDITION REQUEST message? [3GPP Release 17],question 2779,Standards specifications,17,True,True,Option 2,option 2,option 2,491
How does a Multi-USIM UE modify the timing of paging occasions in 5GS? [3GPP Release 17],question 2782,Standards overview,17,False,False,Option 1,option 5,option 2,492
What is the purpose of the periodic CSI-RS resource configuration indexes? [3GPP Release 17],question 2783,Standards specifications,17,False,False,Option 2,option 3,option 1,493
How is the starting position of a bandwidth part defined? [3GPP Release 17],question 2788,Standards specifications,17,False,False,Option 1,option 1,option 4,494
What are the areas covered in the eV2X work of Rel-15 to enhance 3GPP support for V2X scenarios? [3GPP Release 15],question 2793,Standards overview,15,True,True,Option 4,option 4,option 4,495
What is the purpose of local breakout in the Evolved Packet System? [3GPP Release 17],question 2812,Standards specifications,17,True,True,Option 1,option 1,option 1,496
What architectural or protocol changes are expected to have minimum impact on the 5G system? [3GPP Release 17],question 2821,Standards specifications,17,True,False,Option 1,option 4,option 1,497
What happens when the AF requests EAS rediscovery for impacted applications in HR-SBO context? [3GPP Release 18],question 2824,Standards specifications,18,True,True,Option 1,option 1,option 1,498
What is the purpose of timing resiliency in a 5G system? [3GPP Release 17],question 2830,Standards specifications,17,True,True,Option 1,option 1,option 1,499
What is the purpose of NWDAF in the 5G system architecture? [3GPP Release 18],question 2835,Standards specifications,18,False,False,Option 3,option 3,option 1,500
What is the purpose of Extended Access Barring? [3GPP Release 18],question 2841,Standards specifications,18,True,True,Option 1,option 1,option 1,501
What happens when the UE applies a zero value for a timer? [3GPP Release 17],question 2845,Standards specifications,17,True,True,Option 1,option 1,option 1,502
What are the 3GPP PS Data Off Exempt Services? [3GPP Release 18],question 2858,Standards specifications,18,True,True,Option 3,option 3,option 3,503
What is the purpose of the N5CW device in the control plane for trusted WLAN access? [3GPP Release 18],question 2859,Standards specifications,18,False,True,Option 1,option 2,option 2,504
What is the purpose of Real-Time Text conversation? [3GPP Release 18],question 2866,Standards specifications,18,True,True,Option 3,option 3,option 3,505
What is the purpose of the Network Slice AS Group (NSAG)? [3GPP Release 17],question 2874,Standards overview,17,True,True,Option 4,option 4,option 4,506
What is the purpose of the prohibit timer in the network? [3GPP Release 14],question 2891,Standards overview,14,True,True,Option 3,option 3,option 3,507
What factors are considered when deciding on service delivery? [3GPP Release 18],question 2898,Standards specifications,18,False,False,Option 5,option 5,option 4,508
What is the purpose of the sub-frame structure in V2V communications? [3GPP Release 14],question 2908,Standards overview,14,True,True,Option 1,option 1,option 1,509
What is the purpose of credit pooling in charging? [3GPP Release 18],question 2917,Standards specifications,18,True,True,Option 2,option 2,option 2,510
What does the NEF (PFDF) send in response to the SMF after PFD retrieval? [3GPP Release 18],question 2924,Standards specifications,18,True,True,Option 4,option 4,option 4,511
How are network nodes and NG-RAN configured with Disaster Condition? [3GPP Release 17],question 2931,Standards overview,17,True,True,Option 1,option 1,option 1,512
What is the purpose of User Plane Security Enforcement information? [3GPP Release 18],question 2936,Standards specifications,18,False,True,Option 2,option 5,option 5,513
How do non-supporting UEs handle the broadcast system information in a shared network? [3GPP Release 17],question 2947,Standards specifications,17,False,False,Option 3,option 2,option 4,514
In which scenario is the UL CL/BP UPF and L-PSA UPF co-located in the single V-UPF? [3GPP Release 18],question 2962,Standards specifications,18,True,True,Option 1,option 1,option 1,515
What is the purpose of the UEAssistanceInformationSidelink message? [3GPP Release 17],question 2964,Standards specifications,17,True,True,Option 4,option 4,option 4,516
How many blind physical layer transmissions are required in the new coverage class mapping for EC operation? [3GPP Release 14],question 2966,Standards overview,14,True,True,Option 2,option 2,option 2,517
What does the QoE measurement configuration received from OAM or CN encapsulated in? [3GPP Release 14],question 2977,Standards specifications,14,False,False,Option 1,option 3,option 5,518
What is the measure of modulation quality for NB-IoT? [3GPP Release 18],question 2987,Standards specifications,18,True,True,Option 1,option 1,option 1,519
What is the purpose of bundle frequency hopping in the LTE network? [3GPP Release 14],question 2991,Standards overview,14,True,True,Option 4,option 4,option 4,520
