question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
What accuracy of relative lateral positioning does the 3GPP system support according to requirement R.5.1-007? [3GPP Release 17],question 5581,Standards specifications,17,False,False,Option 2,option 2,option 1,976
What is supported for handover between gNB and ng-eNB? [3GPP Release 18],question 5601,Standards specifications,18,False,False,Option 5,option 5,option 3,979
What is the purpose of the spatial filter in generating TDL channel models? [3GPP Release 17],question 5614,Standards specifications,17,False,False,Option 2,option 2,option 4,985
What is the purpose of Federated Learning (FL) in the NWDAF? [3GPP Release 18],question 5638,Standards specifications,18,False,False,Option 4,option 4,option 3,991
What are the steps needed to generate TDL models? [3GPP Release 17],question 5650,Standards specifications,17,False,False,Option 4,option 4,option 1,993
What does the gNB do with the UE UTRA-FDD capabilities? [3GPP Release 18],question 5675,Standards specifications,18,False,False,Option 1,option 1,option 5,998
What is the purpose of steering of access in the Evolved Packet System? [3GPP Release 17],question 5681,Standards specifications,17,False,False,Option 4,option 4,option 5,999
What additional information is reported to the NAS if the UE supports E-UTRA connected to 5GC? [3GPP Release 17],question 5697,Standards specifications,17,False,False,Option 1,option 2,option 3,1003
What action should the UE take if a cell is indicated as 'barred' for cell selection/reselection? [3GPP Release 17],question 5725,Standards specifications,17,False,False,Option 1,option 1,option 5,1007
Which access class value is assigned to Multimedia Priority Service? [3GPP Release 18],question 5791,Standards specifications,18,False,False,Option 12,option 11,option 5,1018
Which test method uses the fixed TPMI index for EIRP measurement? [3GPP Release 18],question 5797,Standards specifications,18,False,False,Option 1,option 1,option 5,1020
When is PSCell information reported by the NG-RAN? [3GPP Release 18],question 5802,Standards specifications,18,False,False,Option 3,option 3,option 1,1021
"What do the angles bearing, downtilt, and slant represent? [3GPP Release 18]",question 5810,Standards specifications,18,False,False,Option 4,option 4,option 1,1023
What does redundant transmission on N3/N9 interfaces in URLLC aim to enhance? [3GPP Release 18],question 5827,Standards specifications,18,False,False,Option 1,option 5,option 2,1028
What are the power components recommended to be considered for RRM measurement power saving evaluation in the IDLE/INACTIVE state? [3GPP Release 16],question 5832,Standards specifications,16,False,False,Option 5,option 3,option 1,1029
What is the purpose of the Edge Enabler Client (EEC) in enabling edge applications? [3GPP Release 17],question 5952,Standards overview,17,False,False,Option 3,option 3,option 5,1053
What are the communication attributes in automation? [3GPP Release 19],question 5981,Standards specifications,19,False,False,Option 2,option 2,option 1,1059
What is the purpose of 5G Access Stratum-based Time Distribution? [3GPP Release 18],question 5986,Standards specifications,18,False,False,Option 1,option 1,option 2,1062
Who subscribes to analytics information of Application AI/ML traffic transmission status from the NWDAF? [3GPP Release 18],question 6006,Standards specifications,18,False,False,Option 2,option 3,option 4,1068
What determines if an IAB-DU cell can transmit or receive on a symbol configured as a soft type? [3GPP Release 17],question 6036,Standards specifications,17,False,False,Option 3,option 3,option 2,1076
Which charging architecture is used for 5G Data Connectivity in Phase 1 of the 5G System Architecture? [3GPP Release 18],question 6115,Standards specifications,18,False,False,Option 2,option 2,option 4,1094
What power value is recommended for loop convergence / time-frequency tracking in the IDLE/INACTIVE state? [3GPP Release 16],question 6124,Standards specifications,16,False,False,Option 2,option 4,option 5,1096
How does Indirect 3GPP Communication impact power consumption? [3GPP Release 17],question 6196,Standards specifications,17,False,False,Option 4,option 4,option 2,1112
What information is provided by the SMF to the UPF during the N4 Session Establishment procedure? [3GPP Release 18],question 6216,Standards specifications,18,False,False,Option 2,option 1,option 3,1119
What is the required input for the Ndccf_ContextManagement_Update service operation? [3GPP Release 18],question 6237,Standards specifications,18,False,False,Option 2,option 1,option 4,1123
"For operation with RTT-based propagation delay compensation, how can the UE be configured? [3GPP Release 17]",question 6253,Standards specifications,17,False,False,Option 3,option 3,option 1,1126
What are the possible ordering criteria for the list of Network Performance information? [3GPP Release 18],question 6356,Standards specifications,18,False,False,Option 2,option 2,option 1,1140
Which logical architectures correspond to LIPA? [3GPP Release 17],question 6396,Standards specifications,17,False,False,Option 1,option 1,option 3,1149
What is the purpose of ACDC (Application Specific Congestion control for Data Communication)? [3GPP Release 18],question 6452,Standards specifications,18,False,False,Option 1,option 1,option 3,1157
What security measure does the 3GPP system support to protect the transmission for a V2X application? [3GPP Release 17],question 6476,Standards specifications,17,False,False,Option 1,option 2,option 3,1161
What parameter determines the maximum energy detection threshold? [3GPP Release 17],question 6486,Standards specifications,17,False,False,Option 2,option 2,option 3,1163
What is the main distinguishing factor between UMTS QoS classes? [3GPP Release 17],question 6576,Standards specifications,17,False,False,Option 1,option 1,option 3,1168
What can influence the variations on per-instance NF load and resource usage? [3GPP Release 18],question 6587,Standards specifications,18,False,False,Option 2,option 2,option 5,1172
When can CA be configured for DCP? [3GPP Release 18],question 6651,Standards specifications,18,False,False,Option 4,option 4,option 1,1190
What determines the completeness of charging information in IMS? [3GPP Release 18],question 6706,Standards specifications,18,False,False,Option 2,option 2,option 1,1200
A UE monitors PDCCH for scheduling PDSCH receptions for which types of transmissions? [3GPP Release 17],question 6721,Standards specifications,17,False,False,Option 1,option 1,option 4,1202
What is the purpose of Service Enabler Architecture Layer (SEAL)? [3GPP Release 17],question 6737,Standards overview,17,False,False,Option 3,option 3,option 1,1206
What is the role of the Core Network Bearer Service? [3GPP Release 17],question 6752,Standards specifications,17,False,False,Option 3,option 3,option 1,1211
"In a shared UTRAN/GERAN network, what does the RAN node do when the UE is allowed to attach? [3GPP Release 17]",question 6763,Standards specifications,17,False,False,Option 4,option 2,option 1,1216
How does the BSC indicate the selected core network operator to the CN for supporting UEs? [3GPP Release 17],question 6781,Standards specifications,17,False,False,Option 2,option 2,option 4,1221
Which aspects of the Model Training function are out of RAN3 scope? [3GPP Release 17],question 6859,Standards specifications,17,False,False,Option 4,option 4,option 3,1233
What is the default treatment for positioning requests? [3GPP Release 17],question 6882,Standards specifications,17,False,False,Option 4,option 4,option 2,1235
"What is the purpose of sequence and cyclic shift hopping in PUCCH formats 0, 1, 3, and 4? [3GPP Release 17]",question 6923,Standards specifications,17,False,False,Option 1,option 1,option 4,1241
What is the purpose of the work item for Non-IP for Cellular IoT for EC-EGPRS? [3GPP Release 14],question 6965,Standards overview,14,False,False,Option 2,option 2,option 1,1245
What is one of the requirements for differentiated paging in the Evolved Packet System? [3GPP Release 17],question 6977,Standards specifications,17,False,False,Option 3,option 3,option 5,1247
Under what conditions will a UE provide a valid CSI report for the n-th triggered report? [3GPP Release 17],question 7012,Standards specifications,17,False,False,Option 2,option 2,option 1,1251
"What does ThreshBackhRateDLWLAN, Low represent? [3GPP Release 17]",question 7022,Standards specifications,17,False,False,Option 4,option 4,option 5,1252
What is the duration of a frame in the downlink? [3GPP Release 18],question 7024,Standards specifications,18,False,False,Option 1,option 1,option 4,1253
Which high-level EE KPIs are used to calculate the energy efficiency of 5G networks? [3GPP Release 18],question 7077,Standards specifications,18,False,False,Option 2,option 2,option 1,1260
What lists can be stored on the SIM/USIM card for network selection? [3GPP Release 18],question 7094,Standards specifications,18,False,False,Option 1,option 1,option 3,1264
Which architecture can support local breakout roaming? [3GPP Release 18],question 7095,Standards specifications,18,False,False,Option 3,option 3,option 4,1265
What is the purpose of the Backbone Network Service? [3GPP Release 17],question 7166,Standards specifications,17,False,False,Option 3,option 3,option 4,1270
What is the range of frequencies for the operating band unwanted emissions? [3GPP Release 18],question 7188,Standards specifications,18,False,False,Option 1,option 1,option 2,1274
What is the purpose of a Local Coordinate System (LCS) in the context of a Global Coordinate System (GCS)? [3GPP Release 17],question 7194,Standards specifications,17,False,False,Option 3,option 2,option 5,1275
What is the channel coding scheme used for transport blocks in LTE? [3GPP Release 17],question 7242,Standards specifications,17,False,False,Option 1,option 1,option 3,1280
Where is the Charging Trigger Function (CTF) located in the distributed CTF architecture for offline charging? [3GPP Release 18],question 7252,Standards specifications,18,False,False,Option 4,option 4,option 1,1281
Which measurements are agreed to be introduced for SL Positioning using SL PRS measurements? [3GPP Release 18],question 7267,Standards specifications,18,False,False,Option 2,option 2,option 4,1284
When is AS security applied in the SDT procedure? [3GPP Release 18],question 7296,Standards specifications,18,False,False,Option 1,option 4,option 2,1288
What is the typical height of base stations in the UMi scenario? [3GPP Release 17],question 7310,Standards specifications,17,False,False,Option 5,option 5,option 1,1290
What information does the EAS address and DNAI Mapping Information record in UDR provide? [3GPP Release 18],question 7315,Standards specifications,18,False,False,Option 3,option 3,option 2,1292
What is the purpose of the gNB-CU in the NG-RAN architecture? [3GPP Release 17],question 7330,Standards specifications,17,False,False,Option 3,option 3,option 1,1293
What is the maximum number of MR-DC combinations for IDC? [3GPP Release 17],question 7370,Standards specifications,17,False,False,Option 4,option 4,option 3,1300
What can the Hosting E-UTRAN/NG-RAN Operator control in terms of resource usage? [3GPP Release 18],question 7385,Standards specifications,18,False,False,Option 4,option 4,option 1,1303
What does the tdd-UL-DL-ConfigurationCommon provide? [3GPP Release 17],question 7399,Standards specifications,17,False,False,Option 1,option 3,option 2,1306
How is the packet delay measured for a QoS Flow in URLLC? [3GPP Release 18],question 7415,Standards specifications,18,False,False,Option 1,option 1,option 3,1310
What can a UE be provided for scrambling the CRC of multicast DCI formats for scheduling PDSCH receptions? [3GPP Release 17],question 7428,Standards specifications,17,False,False,Option 2,option 2,option 1,1312
Under what conditions can target UEs making an emergency call be positioned? [3GPP Release 17],question 7435,Standards specifications,17,False,False,Option 1,option 1,option 3,1314
What message does the eNB send to perform redirection to another E-UTRAN frequency? [3GPP Release 14],question 7471,Standards overview,14,False,False,Option 2,option 2,option 5,1322
What is the primary service state selected after power on? [3GPP Release 18],question 7482,Standards specifications,18,False,False,Option 2,option 4,option 3,1327
What is the function of the Visitor Location Register (VLR)? [3GPP Release 17],question 7515,Standards specifications,17,False,False,Option 5,option 5,option 4,1336
What is the purpose of the General requirements in the application layer architecture? [3GPP Release 18],question 7518,Standards specifications,18,False,False,Option 2,option 2,option 1,1338
What are the steps involved in the procedure for NWDAF to derive slice load analytics? [3GPP Release 18],question 7561,Standards specifications,18,False,False,Option 1,option 1,option 2,1345
How is SIPTO@LN PDN connection released in case of a handover with collocated L-GW? [3GPP Release 17],question 7587,Standards specifications,17,False,False,Option 3,option 3,option 5,1349
When can Path update signaling related to Dual Connectivity and UPF re-allocation occur? [3GPP Release 18],question 7636,Standards specifications,18,False,False,Option 3,option 3,option 4,1359
What does a supporting UE display as the network name in a shared network? [3GPP Release 17],question 7742,Standards specifications,17,False,False,Option 3,option 3,option 4,1378
What inputs are required for the Nmfaf_3caDataManagement_Fetch service operation? [3GPP Release 18],question 7853,Standards specifications,18,False,False,Option 3,option 3,option 4,1397
Which symbols are included in the last slots of a slot configuration period? [3GPP Release 17],question 7866,Standards specifications,17,False,False,Option 3,option 3,option 2,1400
Which solutions have been specified to support highly reliable and low latency communication for LTE? [3GPP Release 18],question 7875,Standards specifications,18,False,False,Option 2,option 2,option 1,1403
Which protocol(s) crossing the Ro reference point should support real-time transactions? [3GPP Release 18],question 7878,Standards specifications,18,False,False,Option 2,option 2,option 4,1405
Which transmission scheme is used for PDSCH? [3GPP Release 18],question 7884,Standards specifications,18,False,False,Option 2,option 4,option 3,1407
What is the purpose of PC5-RRC in NR V2X sidelink? [3GPP Release 16],question 7913,Standards overview,16,False,False,Option 4,option 4,option 3,1409
What happens when a PDU Session with UP confidentiality protection set to Required is handed over to EPS? [3GPP Release 18],question 7929,Standards specifications,18,False,False,Option 3,option 4,option 5,1412
In which phase does MDA identify ongoing issues and potential risks? [3GPP Release 17],question 7956,Standards specifications,17,False,False,Option 2,option 1,option 5,1415
What operation does the UDM use to acknowledge the UE-AMF received the Steering of Roaming information? [3GPP Release 18],question 7975,Standards specifications,18,False,False,Option 1,option 1,option 2,1419
What is the max SNR increase for 66 PRB allocation compared to 264 PRBs? [3GPP Release 18],question 7999,Standards specifications,18,False,False,Option 2,option 3,option 4,1424
How does the network provide the paging cause field for voice service to a Multi-USIM UE? [3GPP Release 17],question 8027,Standards overview,17,False,False,Option 2,option 2,option 5,1427
What determines the configuration of Dual Connectivity for a Data Radio Bearer? [3GPP Release 18],question 8028,Standards specifications,18,False,False,Option 1,option 1,option 2,1428
When does a mobile station enter the GMM-DEREGISTERED state? [3GPP Release 18],question 8064,Standards specifications,18,False,False,Option 3,option 2,option 4,1433
What is the power saving gain range for the power saving schemes with UE adaptation to BWP switching? [3GPP Release 16],question 8082,Standards specifications,16,False,False,Option 2,option 2,option 4,1437
"Which specifications define the charging scenario, charging functionalities, and the Message format of the Common Data structure of Charging Data in the 5G system architecture? [3GPP Release 15]",question 8086,Standards overview,15,False,False,Option 2,option 2,option 1,1439
What can be used for intra-system inter-RAT handover if the UE is connected to the 5GC of the source E-UTRA cell? [3GPP Release 17],question 8096,Standards specifications,17,False,False,Option 3,option 3,option 1,1440
What does the UE provide to the AS for slice aware cell reselection? [3GPP Release 17],question 8114,Standards overview,17,False,False,Option 2,option 2,option 5,1445
When can a gNB transmit a DL transmission(s) on a channel after initiating a channel occupancy? [3GPP Release 17],question 8138,Standards specifications,17,False,False,Option 2,option 1,option 3,1449
What is the purpose of a Local Coordinate System (LCS)? [3GPP Release 18],question 8210,Standards specifications,18,False,False,Option 2,option 2,option 3,1458
What is the purpose of the Non-Uniform TRP Measurement Grids? [3GPP Release 18],question 8231,Standards specifications,18,False,False,Option 1,option 1,option 2,1464
What functions should the eMBMS service layer support for TV services? [3GPP Release 18],question 8307,Standards specifications,18,False,False,Option 4,option 4,option 3,1475
"What does a '1' value for the Wake-up indication bit, when reported to higher layers, indicate? [3GPP Release 17]",question 8314,Standards specifications,17,False,False,Option 2,option 2,option 4,1478
What is the purpose of the NWDAF in the charging architecture? [3GPP Release 18],question 8318,Standards specifications,18,False,False,Option 3,option 3,option 2,1479
What is the default media handling capability of the IMS Multimedia Telephony service? [3GPP Release 17],question 8361,Standards specifications,17,False,False,Option 3,option 3,option 1,1488
What function in NG-RAN supports the positioning functionality? [3GPP Release 17],question 8364,Standards specifications,17,False,False,Option 5,option 5,option 4,1491
Where does AI/ML functionality reside within the current RAN architecture? [3GPP Release 17],question 8396,Standards specifications,17,False,False,Option 3,option 3,option 4,1496
What service does AF invoke to request the DNAI information? [3GPP Release 18],question 8405,Standards specifications,18,False,False,Option 1,option 1,option 4,1499
Which access control mechanism specifically applies to CSFB? [3GPP Release 18],question 8411,Standards specifications,18,False,False,Option 3,option 2,option 1,1500
What is the purpose of a Topological Service Area? [3GPP Release 18],question 8426,Standards specifications,18,False,False,Option 5,option 1,option 3,1502
What is the purpose of the DTX/DRX enhancements in CELL_FACH state? [3GPP Release 14],question 8460,Standards specifications,14,False,False,Option 2,option 2,option 1,1509
Which reference channels are used to specify the radiated performance requirements for the SAN? [3GPP Release 18],question 8499,Standards specifications,18,False,False,Option 4,option 4,option 2,1514
What causes the UE to fail the mobility from NR procedure? [3GPP Release 17],question 8546,Standards specifications,17,False,False,Option 1,option 1,option 2,1522
What is the maximum number of UEs that an RSU can communicate with according to requirement R.5.1-022? [3GPP Release 17],question 8598,Standards specifications,17,False,False,Option 2,option 2,option 4,1529
What are the requirements for network and system selection for multi-mode terminals with 3GPP capability? [3GPP Release 18],question 8638,Standards specifications,18,False,False,Option 2,option 4,option 1,1539
What is the purpose of exposing monitoring and status information of an AI-ML session to a third-party AI/ML application? [3GPP Release 17],question 8641,Standards specifications,17,False,False,Option 3,option 3,option 5,1541
How can the relay UE selection criteria preferences be configured in the Evolved ProSe Remote UE? [3GPP Release 17],question 8665,Standards specifications,17,False,False,Option 4,option 4,option 5,1547
Which function is responsible for supporting RNs? [3GPP Release 17],question 8672,Standards specifications,17,False,False,Option 3,option 3,option 1,1548
What are the two types of reference points for SAN type 1-H? [3GPP Release 18],question 8694,Standards specifications,18,False,False,Option 2,option 2,option 1,1553
"In a GERAN based MOCN configuration, when does a cell with closed/hybrid access need to coordinate the CSG IDs between the operators' PLMNs? [3GPP Release 17]",question 8696,Standards specifications,17,False,False,Option 2,option 3,option 1,1554
What does a UE expect when it cancels a PUSCH or an SRS transmission? [3GPP Release 17],question 8703,Standards specifications,17,False,False,Option 4,option 4,option 1,1555
What is the reference point between the PDG and a packet data network? [3GPP Release 17],question 8808,Standards specifications,17,False,False,Option 1,option 1,option 5,1571
How are serving cells configured in terms of DRX groups? [3GPP Release 17],question 8833,Standards specifications,17,False,False,Option 5,option 2,option 3,1573
What is the characteristic of handover with SRVCC operation? [3GPP Release 17],question 8862,Standards specifications,17,False,False,Option 2,option 2,option 1,1576
What can be applied to a delay-scaled CDL model to model the effect of beamforming in a simplified way? [3GPP Release 18],question 8885,Standards specifications,18,False,False,Option 2,option 2,option 4,1583
What does NG-RAN support for Non-Public Networks (NPN)? [3GPP Release 17],question 8946,Standards specifications,17,False,False,Option 2,option 2,option 5,1589
What is the length of the window in number of slots for Type-2 random access procedure? [3GPP Release 17],question 8962,Standards specifications,17,False,False,Option 2,option 2,option 5,1596
What is the default Traffic type of interest if not provided? [3GPP Release 18],question 8965,Standards specifications,18,False,False,Option 2,option 4,option 1,1598
What does the MME indicate to the UE in the GUTI? [3GPP Release 17],question 8981,Standards specifications,17,False,False,Option 3,option 1,option 5,1601
Who is responsible for the event-based or time-based decision process in order for all services to be regarded as periodic location reporting? [3GPP Release 17],question 9030,Standards specifications,17,False,False,Option 2,option 2,option 3,1611
What is the purpose of service reachability in the Evolved Packet System? [3GPP Release 17],question 9046,Standards specifications,17,False,False,Option 4,option 4,option 5,1613
Which of the following solutions have been specified for providing highly reliable and low latency communication for LTE? [3GPP Release 15],question 9048,Standards overview,15,False,False,Option 4,option 1,option 3,1614
Which interface is used by NWDAF to request subscription to data delivery? [3GPP Release 18],question 9050,Standards specifications,18,False,False,Option 2,option 3,option 1,1615
What network architecture should be supported? [3GPP Release 17],question 9073,Standards specifications,17,False,False,Option 4,option 4,option 3,1618
What is the maximum number of DL band combinations? [3GPP Release 17],question 9174,Standards specifications,17,False,False,Option 128,option 4,option 5,1636
What does the UE consider a DCI format 1_1 as indicating? [3GPP Release 17],question 9219,Standards specifications,17,False,False,Option 3,option 2,option 4,1644
"In online charging with reservation, what happens if the resource usage execution fails? [3GPP Release 18]",question 9237,Standards specifications,18,False,False,Option 1,option 1,option 2,1648
What is the maximum allowable deviation from the manufacturer claimed EIRP level for a specific beam peak direction? [3GPP Release 18],question 9264,Standards specifications,18,False,False,Option 2,option 5,option 3,1655
Which mechanism allows ProSe UE to UE communications for off-network operations in MC services? [3GPP Release 14],question 9268,Standards overview,14,False,False,Option 2,option 2,option 1,1656
What happens when the network cannot provide the required QoS for a data service? [3GPP Release 18],question 9277,Standards specifications,18,False,False,Option 1,option 4,option 2,1658
Which 3GPP specification specifies the User Equipment (UE) to V2X control function protocol aspects? [3GPP Release 14],question 9305,Standards overview,14,False,False,Option 3,option 4,option 1,1664
What standardized QCI values can be used for unicast delivery of V2X messages over LTE-Uu? [3GPP Release 14],question 9317,Standards overview,14,False,False,Option 1,option 1,option 2,1667
What type of analytics can NWDAF generate? [3GPP Release 18],question 9359,Standards specifications,18,False,False,Option 5,option 1,option 2,1675
What regulatory obligations can a Participating Operator have regarding PWS support? [3GPP Release 18],question 9394,Standards specifications,18,False,False,Option 4,option 4,option 1,1684
How does a UE determine the power for a PSCCH transmission in a PSCCH-PSSCH transmission occasion? [3GPP Release 17],question 9396,Standards specifications,17,False,False,Option 4,option 1,option 3,1685
What does the cell identity of the Primary cell in the Secondary RAN node indicate? [3GPP Release 18],question 9400,Standards specifications,18,False,False,Option 5,option 5,option 4,1686
What is the purpose of the Target NSSAI for NG-RAN? [3GPP Release 17],question 9507,Standards overview,17,False,False,Option 2,option 2,option 4,1705
Which organization is responsible for the development of the QuaDRiGa channel model? [3GPP Release 17],question 9511,Standards specifications,17,False,False,Option 2,option 2,option 5,1706
What is the purpose of PLMN selection in the UE? [3GPP Release 17],question 9516,Standards specifications,17,False,False,Option 3,option 3,option 4,1707
What is the purpose of UE categories in NR? [3GPP Release 18],question 9533,Standards specifications,18,False,False,Option 1,option 1,option 2,1710
Can the home operator re-allow selection of a radio technology on a UE that has been previously disallowed? [3GPP Release 18],question 9545,Standards specifications,18,False,False,Option 1,option 1,option 2,1711
How many lists of 3GPP PS Data Off Exempt Services can a UE be configured with? [3GPP Release 18],question 9557,Standards specifications,18,False,False,Option 2,option 2,option 1,1714
How is PDCCH skipping configured for UE power saving in connected mode? [3GPP Release 17],question 9585,Standards overview,17,False,False,Option 4,option 4,option 1,1717
What is the purpose of the Quick release of RRC connection feature in NB-IoT? [3GPP Release 15],question 9595,Standards overview,15,False,False,Option 3,option 3,option 5,1720
Which component invokes the Nnef_PFDManagement_Create/Update/Delete service? [3GPP Release 18],question 9607,Standards specifications,18,False,False,Option 2,option 2,option 4,1723
When can the LCS server inform the target UE about the activation of Periodic Location Reporting? [3GPP Release 17],question 9612,Standards specifications,17,False,False,Option 1,option 1,option 4,1725
What is the role of NF Sets in network reliability? [3GPP Release 18],question 9637,Standards specifications,18,False,False,Option 1,option 1,option 3,1732
How does the DCCF determine the NF instance that can be a Data Source? [3GPP Release 18],question 9641,Standards specifications,18,False,False,Option 1,option 1,option 3,1733
Which test system is impacted by off-focus antenna? [3GPP Release 18],question 9674,Standards specifications,18,False,False,Option 4,option 2,option 3,1740
Is the user able to re-enable use of a radio technology on a UE that has been previously disallowed? [3GPP Release 18],question 9707,Standards specifications,18,False,False,Option 1,option 1,option 2,1747
Is a subscription profile necessary for certain authorized LCS Clients internal to the PLMN? [3GPP Release 17],question 9710,Standards specifications,17,False,False,Option 1,option 1,option 2,1749
What type of frequency hopping can improve positioning performance for RedCap UEs in FR2 InF-SH scenario? [3GPP Release 18],question 9738,Standards specifications,18,False,False,Option 3,option 3,option 2,1754
What does a Multi-USIM UE do when it receives a Voice Service Indication in the NGAP Paging Message from the AMF? [3GPP Release 18],question 9777,Standards specifications,18,False,False,Option 2,option 2,option 4,1764
Which relaxation criteria should be treated with higher priority in RRM measurement relaxation? [3GPP Release 16],question 9781,Standards specifications,16,False,False,Option 1,option 1,option 3,1766
"According to the document, how should the behaviour of IMS supplementary services be perceived by the user? [3GPP Release 17]",question 9791,Standards specifications,17,False,False,Option 1,option 3,option 2,1767
What does GLR stand for? [3GPP Release 17],question 9836,Standards specifications,17,False,False,Option 3,option 3,option 5,1777
When can a UE receive multiple PDCCHs indicating the presence of TRS resource sets? [3GPP Release 17],question 9889,Standards specifications,17,False,False,Option 5,option 4,option 3,1791
Which scenario is characterized by high requirements on the communications system regarding communication service availability? [3GPP Release 17],question 9894,Standards specifications,17,False,False,Option 5,option 3,option 4,1793
What does the Ethernet transport service support in terms of traffic filtering and prioritization? [3GPP Release 17],question 9944,Standards specifications,17,False,False,Option 4,option 4,option 2,1800
What is the purpose of Analytics/ML Model Accuracy Monitoring? [3GPP Release 18],question 9974,Standards specifications,18,False,False,Option 2,option 2,option 3,1805
What are the physical-layer cell identities for 5G NR? [3GPP Release 17],question 9999,Standards specifications,17,False,False,Option 2,option 2,option 4,1809
