question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
What is the purpose of the Single link polarization measurement? [3GPP Release 18],question 6105,Standards specifications,18,False,True,Option 1,option 5,option 5,1092
Which of the following is not a feature that can be calibrated? [3GPP Release 18],question 6135,Standards specifications,18,False,True,Option 1,option 5,option 5,1098
What is the purpose of the 3GPP management system interacting with NWDAF? [3GPP Release 17],question 6147,Standards specifications,17,False,True,Option 4,option 1,option 1,1100
What range of transport block sizes can a Category NB2 UE support? [3GPP Release 14],question 6171,Standards overview,14,False,True,Option 2,option 1,option 1,1105
Which of the following is NOT a requirement for the 5G system to support direct device connection? [3GPP Release 19],question 6195,Standards specifications,19,False,True,Option 1,option 4,option 4,1111
What is the primary purpose of MPS for DTS? [3GPP Release 18],question 6198,Standards specifications,18,False,True,Option 1,option 3,option 3,1114
What is included in the UE CONTEXT SETUP REQUEST message in the Intra-CU topology adaptation procedure in SA? [3GPP Release 17],question 6206,Standards specifications,17,False,True,Option 1,option 5,option 5,1116
What are the procedures for a Target UE’s privacy exception list? [3GPP Release 17],question 6268,Standards specifications,17,False,True,Option 2,option 1,option 1,1129
"In a shared UTRAN/GERAN network, what does a non-supporting UE do after reading the broadcast system information? [3GPP Release 17]",question 6277,Standards specifications,17,False,True,Option 2,option 3,option 3,1131
Which specification defines IMS support for 5GC? [3GPP Release 18],question 6296,Standards specifications,18,False,True,Option 3,option 5,option 5,1133
Which entity is used as an SGSN for only some GTP signalling messages in a GLR-equipped VPLMN? [3GPP Release 17],question 6354,Standards specifications,17,False,True,Option 2,option 3,option 3,1139
"What should the UE do when receiving an RRC message on the BCCH, CCCH, PCCH, MCCH or a PC5 RRC message on SBCCH for which the abstract syntax is invalid? [3GPP Release 17]",question 6359,Standards specifications,17,False,True,Option 3,option 1,option 1,1141
What does the Evolved Packet System provide for interworking between fixed access and Evolved Packet Core? [3GPP Release 17],question 6375,Standards specifications,17,False,True,Option 5,option 1,option 1,1143
Which mode of the NF/NF Service Context Transfer Procedures includes an endpoint address? [3GPP Release 18],question 6393,Standards specifications,18,False,True,Option 1,option 2,option 2,1148
What is the Access Network called in the SA architecture? [3GPP Release 18],question 6545,Standards specifications,18,False,True,Option 5,option 2,option 2,1166
What is the maximum range of coverage the 5G system should support in low density areas? [3GPP Release 17],question 6585,Standards specifications,17,False,True,Option 3,option 2,option 2,1171
Which reference point provides similar functionality for online charging as Ro? [3GPP Release 18],question 6596,Standards specifications,18,False,True,Option 3,option 2,option 2,1175
Which network domain does MPS primarily operate in? [3GPP Release 18],question 6597,Standards specifications,18,False,True,Option 1,option 3,option 3,1176
What is the purpose of Random Access Channel (RACH)? [3GPP Release 18],question 6602,Standards specifications,18,False,True,Option 5,option 4,option 4,1178
What is the purpose of the IM-MSC in a GLR-equipped VPLMN? [3GPP Release 17],question 6604,Standards specifications,17,False,True,Option 1,option 2,option 2,1180
What is one of the key functionalities covered by the 5G data connectivity charging solution? [3GPP Release 15],question 6609,Standards overview,15,False,True,Option 3,option 4,option 4,1181
What is the purpose of an investigation PLMN scan for a multi-mode terminal? [3GPP Release 18],question 6648,Standards specifications,18,False,True,Option 3,option 2,option 2,1189
What is the purpose of the SGNB MODIFICATION REQUIRED message in the inter-gNB-DU mobility procedure using MCG SRB in EN-DC? [3GPP Release 17],question 6661,Standards specifications,17,False,True,Option 1,option 5,option 5,1192
How is traffic routing influenced for a 5G VN group? [3GPP Release 18],question 6682,Standards specifications,18,False,True,Option 4,option 2,option 2,1195
When does the PCF include the Duplicated notification indication in the PCC rule? [3GPP Release 18],question 6741,Standards specifications,18,False,True,Option 3,option 2,option 2,1208
What type of data does NWDAF collect from AF? [3GPP Release 18],question 6750,Standards specifications,18,False,True,Option 2,option 5,option 5,1210
Which function receives charging events from the CTF? [3GPP Release 18],question 6877,Standards specifications,18,False,True,Option 3,option 5,option 5,1234
What is the MPS code/identifier used for? [3GPP Release 18],question 6889,Standards specifications,18,False,True,Option 3,option 4,option 4,1237
"In a 5G system with satellite access, what information should charging call records associated with satellite access include? [3GPP Release 17]",question 6956,Standards specifications,17,False,True,Option 4,option 1,option 1,1243
Which identifier is used to uniquely identify the UE within the AMF? [3GPP Release 18],question 7005,Standards specifications,18,False,True,Option 1,option 5,option 5,1250
What is the maximum rank supported with slot/subslot PDSCH repetition in LTE? [3GPP Release 18],question 7028,Standards specifications,18,False,True,Option 4,option 2,option 2,1255
What is the purpose of Time Sensitive Communication Assistance Information (TSCAI) in the support of NR Industrial Internet of Things? [3GPP Release 16],question 7070,Standards overview,16,False,True,Option 3,option 2,option 2,1259
What determines the redundancy handling of a PDU Session in URLLC? [3GPP Release 18],question 7093,Standards specifications,18,False,True,Option 5,option 1,option 1,1263
What is the purpose of IOI concept in inter-operator charging? [3GPP Release 18],question 7164,Standards specifications,18,False,True,Option 2,option 3,option 3,1269
Which type of IOI is used between the home IMS network operator and a service provider? [3GPP Release 18],question 7199,Standards specifications,18,False,True,Option 1,option 3,option 3,1276
What can an NG-RAN node do with the paging enhancements mechanism? [3GPP Release 18],question 7274,Standards specifications,18,False,True,Option 2,option 3,option 3,1285
How is V2X authorization between the UE and the V2X Control Function conducted? [3GPP Release 14],question 7278,Standards overview,14,False,True,Option 2,option 3,option 3,1286
What happens if the UE ignores the scheduling DCI when the first uplink symbol to carry the corresponding CSI report(s) starts earlier than at symbol Zref? [3GPP Release 17],question 7288,Standards specifications,17,False,True,Option 4,option 1,option 1,1287
What needs to be changed or added based on the analytics information of Application AI/ML traffic transmission status? [3GPP Release 18],question 7307,Standards specifications,18,False,True,Option 3,option 2,option 2,1289
What is the purpose of QoS Monitoring in the enhancement of URLLC support in the 5G Core network? [3GPP Release 16],question 7409,Standards overview,16,False,True,Option 2,option 1,option 1,1308
What is a mobile base station relay? [3GPP Release 17],question 7453,Standards specifications,17,False,True,Option 2,option 1,option 1,1318
What is the maximum inter-site distance supported by the 5G system for a stand-alone multicast/broadcast network? [3GPP Release 17],question 7463,Standards specifications,17,False,True,Option 2,option 3,option 3,1319
What does the SMF determine when it receives notification on the requested analytics from the NWDAF? [3GPP Release 18],question 7477,Standards specifications,18,False,True,Option 3,option 5,option 5,1324
What is the purpose of the Coverage and Handoff Enhancements for Multimedia (CHEM) feature? [3GPP Release 16],question 7488,Standards overview,16,False,True,Option 3,option 1,option 1,1329
Which scenario is intended to capture real-life scenarios such as a city or station square? [3GPP Release 18],question 7493,Standards specifications,18,False,True,Option 2,option 1,option 1,1330
What is the purpose of Control and User Plane Separation of EPC nodes in LTE? [3GPP Release 14],question 7497,Standards specifications,14,False,True,Option 5,option 3,option 3,1331
What is the finest granularity of QoS differentiation at NAS level? [3GPP Release 18],question 7534,Standards specifications,18,False,True,Option 1,option 4,option 4,1341
What are the supported measurement gaps for DL PRS and NR/LTE RRM measurements in Rel-16? [3GPP Release 16],question 7595,Standards overview,16,False,True,Option 2,option 3,option 3,1350
What is the primary cell (PCell) in the context of RRC? [3GPP Release 18],question 7629,Standards specifications,18,False,True,Option 1,option 4,option 4,1357
Which component handles the request for prioritized QoS Flows for Mobile Originations? [3GPP Release 18],question 7657,Standards specifications,18,False,True,Option 4,option 2,option 2,1363
When can the SDT procedure over CG resources be initiated? [3GPP Release 18],question 7709,Standards specifications,18,False,True,Option 2,option 1,option 1,1372
What is the objective of enhancing the interactions between 3GPP management system and supporting external management systems in the context of 5G Trace management? [3GPP Release 15],question 7788,Standards overview,15,False,True,Option 5,option 1,option 1,1388
What is the value of ∆thermal used in the Noc methodology? [3GPP Release 18],question 7810,Standards specifications,18,False,True,Option 2,option 1,option 1,1391
How does the gNB allocate downlink resources for initial HARQ transmissions to UEs? [3GPP Release 17],question 7881,Standards specifications,17,False,True,Option 3,option 4,option 4,1406
Which mode does the CGF use to transfer CDR files to the BD? [3GPP Release 18],question 7905,Standards specifications,18,False,True,Option 1,option 3,option 3,1408
What does the NWDAF provide to the consumer when the congestion level crosses the threshold? [3GPP Release 18],question 7974,Standards specifications,18,False,True,Option 2,option 3,option 3,1418
What resource set does a RedCap UE use to transmit PUCCH if it is not provided initialUplinkBWP-RedCap in UplinkConfigCommonSIB and does not have dedicated PUCCH resource configuration? [3GPP Release 17],question 7980,Standards specifications,17,False,True,Option 2,option 5,option 5,1420
How can power saving be achieved in RRC_IDLE and RRC_INACTIVE? [3GPP Release 18],question 8003,Standards specifications,18,False,True,Option 4,option 3,option 3,1426
"What does a '0' value for a bit of the bitmap, provided by dormancyGroupWithinActiveTime, indicate? [3GPP Release 17]",question 8030,Standards specifications,17,False,True,Option 2,option 3,option 3,1429
How are transactions dispersion analytics calculated? [3GPP Release 18],question 8063,Standards specifications,18,False,True,Option 4,option 1,option 1,1432
Which physical layer processing step includes LDPC coding? [3GPP Release 17],question 8110,Standards specifications,17,False,True,Option 4,option 3,option 3,1443
What is the interfering signal for the dynamic range requirement? [3GPP Release 18],question 8117,Standards specifications,18,False,True,Option 4,option 3,option 3,1446
What does OTA REFSENS requirement ensure? [3GPP Release 18],question 8153,Standards specifications,18,False,True,Option 2,option 5,option 5,1450
What is the minimum throughput requirement for the dynamic range of SAN supporting standalone NB-IoT operation? [3GPP Release 18],question 8216,Standards specifications,18,False,True,Option 4,option 1,option 1,1461
How many DL and UL non-anchor carriers can be configured in a new NB-IoT SIB? [3GPP Release 14],question 8230,Standards overview,14,False,True,Option 5,option 3,option 3,1463
What charging principle should be possible to apply during an active session? [3GPP Release 18],question 8266,Standards specifications,18,False,True,Option 2,option 1,option 1,1468
What is the main purpose of the Charging Function (CHF) in the 5G Phase 1 architecture? [3GPP Release 15],question 8269,Standards overview,15,False,True,Option 2,option 1,option 1,1469
Where can full details of operation under the 'Access class barred list' be found? [3GPP Release 17],question 8335,Standards specifications,17,False,True,Option 1,option 3,option 3,1481
What does the Paging Cause Indication feature in a Multi-USIM UE and network support? [3GPP Release 18],question 8350,Standards specifications,18,False,True,Option 5,option 1,option 1,1484
What determines the selection of a Dedicated Core Network in GERAN? [3GPP Release 14],question 8462,Standards overview,14,False,True,Option 2,option 4,option 4,1510
In which state should the UE be for the NG-RAN to send a Location Report including the UE's last known location with timestamp? [3GPP Release 18],question 8485,Standards specifications,18,False,True,Option 2,option 5,option 5,1512
Which modulation schemes are used for PUCCH and NPUSCH transmission? [3GPP Release 17],question 8531,Standards specifications,17,False,True,Option 1,option 4,option 4,1519
What is the purpose of the Remote Interference Management (RIM) function? [3GPP Release 17],question 8541,Standards specifications,17,False,True,Option 1,option 3,option 3,1521
"In Type 1 DL channel access procedures, when does the eNB/gNB transmit a transmission? [3GPP Release 17]",question 8578,Standards specifications,17,False,True,Option 3,option 2,option 2,1527
Which sublayer is responsible for transfer of upper layer PDUs? [3GPP Release 18],question 8601,Standards specifications,18,False,True,Option 3,option 2,option 2,1531
How are subsequent UL transmissions handled in the SDT procedure? [3GPP Release 18],question 8617,Standards specifications,18,False,True,Option 4,option 5,option 5,1534
Which group focuses on defining and parameterizing indoor scenarios for mmWave propagation channels? [3GPP Release 17],question 8762,Standards specifications,17,False,True,Option 2,option 4,option 4,1562
What does the AMF do after purging the subscriber data and MM context of a deregistered UE? [3GPP Release 18],question 8770,Standards specifications,18,False,True,Option 4,option 2,option 2,1564
What is the purpose of the Inter-gNB-DU Conditional PSCell Change using MCG SRB without MN negotiation procedure? [3GPP Release 17],question 8798,Standards specifications,17,False,True,Option 1,option 5,option 5,1568
What is used to indicate resource and transmission parameters for PSSCH? [3GPP Release 17],question 8801,Standards specifications,17,False,True,Option 4,option 5,option 5,1569
What is the purpose of the Unlicensed Spectrum Offloading System? [3GPP Release 15],question 8860,Standards overview,15,False,True,Option 1,option 4,option 4,1575
What is the purpose of the RSRP(B)-based RX beam peak search approach? [3GPP Release 18],question 8874,Standards specifications,18,False,True,Option 5,option 3,option 3,1579
What does NWDAF provide with Network Performance Analytics? [3GPP Release 18],question 8901,Standards specifications,18,False,True,Option 3,option 1,option 1,1585
What is the purpose of the eVoLTE CE technologies? [3GPP Release 14],question 8915,Standards overview,14,False,True,Option 2,option 5,option 5,1587
What is the purpose of the Nmfaf_3caDataManagement service? [3GPP Release 18],question 8948,Standards specifications,18,False,True,Option 1,option 3,option 3,1591
Which high level deployment configuration supports distributed algorithms for scheduling and interference management of V2V traffic? [3GPP Release 14],question 8950,Standards overview,14,False,True,Option 4,option 1,option 1,1592
Which stage 1 specifications specify the architecture and information flows to support Mission Critical Push To Talk (MCPTT)? [3GPP Release 15],question 8987,Standards overview,15,False,True,Option 4,option 5,option 5,1602
Which control mechanism allows the network to control the behavior of UEs in E-UTRAN in connected mode? [3GPP Release 18],question 9013,Standards specifications,18,False,True,Option 2,option 5,option 5,1605
"For the Analytics ID 'Network Performance', which Consumer NF may use it? [3GPP Release 16]",question 9014,Standards overview,16,False,True,Option 3,option 4,option 4,1606
What is the required accuracy for the modulated carrier frequency of each carrier configured by the SAN? [3GPP Release 18],question 9028,Standards specifications,18,False,True,Option 2,option 3,option 3,1610
What is Small Data Transmission (SDT)? [3GPP Release 18],question 9052,Standards specifications,18,False,True,Option 1,option 5,option 5,1616
What is the purpose of the Network Slicing Admission Control Function (NSACF)? [3GPP Release 17],question 9074,Standards overview,17,False,True,Option 2,option 1,option 1,1619
What is the purpose of the Ndccf_ContextManagement_Register service operation? [3GPP Release 18],question 9095,Standards specifications,18,False,True,Option 1,option 3,option 3,1622
Which 3GPP specification provides details for the protocols between BM-SC and MBMS-GW? [3GPP Release 14],question 9139,Standards overview,14,False,True,Option 2,option 1,option 1,1631
Which identity is used for identification of Paging and System Information change notification in the downlink? [3GPP Release 17],question 9146,Standards specifications,17,False,True,Option 3,option 5,option 5,1633
When is DCP monitored by the UE? [3GPP Release 18],question 9168,Standards specifications,18,False,True,Option 1,option 4,option 4,1635
What is the potential transport layer for SLPP? [3GPP Release 18],question 9191,Standards specifications,18,False,True,Option 1,option 5,option 5,1639
What are the required inputs for the Nadrf_MLModelManagement_Delete service operation? [3GPP Release 18],question 9208,Standards specifications,18,False,True,Option 5,option 4,option 4,1641
Which waveform is used for downlink transmission? [3GPP Release 18],question 9224,Standards specifications,18,False,True,Option 2,option 3,option 3,1645
What is the purpose of CS fallback in the Evolved Packet System? [3GPP Release 17],question 9231,Standards specifications,17,False,True,Option 4,option 5,option 5,1647
What is the role of the Charging Gateway Function (CGF)? [3GPP Release 18],question 9244,Standards specifications,18,False,True,Option 2,option 3,option 3,1651
Which 3GPP Technical Specification covers the service requirements for maritime communication over 5G systems? [3GPP Release 16],question 9324,Standards overview,16,False,True,Option 4,option 3,option 3,1670
What does a UE use to determine the priority for a PUCCH transmission with multicast HARQ-ACK information? [3GPP Release 17],question 9389,Standards specifications,17,False,True,Option 1,option 2,option 2,1682
"For a prioritized service, will the UE automatically override user and network disallowed RATs if there are no PLMNs on the allowed radio technologies that the UE can access? [3GPP Release 18]",question 9467,Standards specifications,18,False,True,Option 2,option 1,option 1,1700
What is included in the UE CONTEXT SETUP REQUEST message in the Intra-gNB-DU handover procedure? [3GPP Release 17],question 9504,Standards specifications,17,False,True,Option 1,option 4,option 4,1703
"Which 3GPP specification defines the architecture, procedures, and information flows to enable edge applications over 3GPP networks? [3GPP Release 17]",question 9505,Standards overview,17,False,True,Option 2,option 3,option 3,1704
What additional information does the NWDAF collect for UPF load analytics? [3GPP Release 18],question 9549,Standards specifications,18,False,True,Option 3,option 2,option 2,1713
How is the energy detection threshold adapted for channel access? [3GPP Release 17],question 9571,Standards specifications,17,False,True,Option 4,option 2,option 2,1716
Which scenarios are supported by the 5G-RG? [3GPP Release 16],question 9602,Standards overview,16,False,True,Option 4,option 1,option 1,1722
Which identity is used for identification of cancellation in the uplink? [3GPP Release 17],question 9678,Standards specifications,17,False,True,Option 3,option 2,option 2,1742
What is the purpose of the 'Group Reporting Guard Time'? [3GPP Release 14],question 9685,Standards specifications,14,False,True,Option 2,option 4,option 4,1744
What model does the streaming service use? [3GPP Release 18],question 9705,Standards specifications,18,False,True,Option 4,option 3,option 3,1746
What is the maximum value for the ACK missed detection probability for NPUSCH format 2 transmission with 15KHz subcarrier spacing? [3GPP Release 18],question 9719,Standards specifications,18,False,True,Option 2,option 1,option 1,1752
What is the main purpose of the location registration function? [3GPP Release 18],question 9728,Standards specifications,18,False,True,Option 3,option 4,option 4,1753
Which of the following parameters may be included in the 5G VN group data? [3GPP Release 18],question 9751,Standards specifications,18,False,True,Option 3,option 1,option 1,1758
When can emergency calls be established without the need to dial a dedicated number? [3GPP Release 18],question 9767,Standards specifications,18,False,True,Option 4,option 5,option 5,1761
Which penetration loss model is applicable to RMa? [3GPP Release 18],question 9776,Standards specifications,18,False,True,Option 2,option 1,option 1,1763
What is the maximum end-to-end latency allowed for voice services at the edge of coverage in the 5G system? [3GPP Release 17],question 9797,Standards specifications,17,False,True,Option 200,option 4,option 4,1769
Which identity is used for UE identification temporarily used for contention resolution purposes during the random access procedure? [3GPP Release 17],question 9834,Standards specifications,17,False,True,Option 2,option 4,option 4,1775
Are the radio technologies disallowed by the HPLMN bound to the USIM? [3GPP Release 18],question 9838,Standards specifications,18,False,True,Option 2,option 1,option 1,1778
"For a PUSCH transmission scheduled by a RAR UL grant, how is the scrambling initialization of the PUSCH determined? [3GPP Release 17]",question 9841,Standards specifications,17,False,True,Option 2,option 1,option 1,1779
What happens if the network detects that the called end does not support the requested call mode in a multimedia call? [3GPP Release 18],question 9853,Standards specifications,18,False,True,Option 4,option 1,option 1,1781
What is the MUSIM-specific AT command specification? [3GPP Release 17],question 9865,Standards overview,17,False,True,Option 3,option 2,option 2,1784
What functionality does Management Based Activation provide? [3GPP Release 17],question 9872,Standards overview,17,False,True,Option 3,option 1,option 1,1786
Which 3GPP specification provides the security aspect for LTE support of V2X services? [3GPP Release 14],question 9984,Standards overview,14,False,True,Option 1,option 2,option 2,1806
What functions are included in the Online Charging System (OCS)? [3GPP Release 18],question 9986,Standards specifications,18,False,True,Option 5,option 1,option 1,1807
